transaction_method,transaction_type,amount,old_balance,new_balance,is_fraud
3,1,9114.278508885522,10877.558423222352,1763.2799143368302,1.0
1,2,219.13183708906533,6771.080548741026,6551.948711651961,1.0
3,1,3164.573780982465,9468.698671880975,6304.12489089851,1.0
1,1,578.2451637986891,12263.40721486234,11685.162051063651,0.0
2,1,7667.607889054056,17376.021916356407,9708.414027302351,0.0
2,1,7024.053466596788,13238.031529438573,6213.978062841785,0.0
2,1,3320.2086651758073,8680.977369563614,5360.768704387807,1.0
2,2,6759.872393048659,16388.5570734073,9628.684680358641,0.0
3,1,3965.412889697539,18111.642751462645,14146.229861765107,1.0
1,2,7564.975376310119,2395.199328643944,-5169.776047666175,0.0
1,2,4547.294790739694,10638.659551055829,6091.364760316135,0.0
3,1,4128.674481038339,5690.239194848883,1561.5647138105442,0.0
1,2,9347.951855728126,941.2239575389481,-8406.727898189178,0.0
2,1,2516.282207908095,13370.933902279707,10854.651694371612,0.0
1,2,1213.2689265656886,17255.415549184512,16042.146622618824,0.0
2,2,5849.585701461987,3258.053089547881,-2591.532611914106,0.0
3,1,9693.524904718948,16248.27315247801,6554.748247759062,0.0
1,1,3784.613745134595,17067.91467073883,13283.300925604237,0.0
3,1,629.7472686515274,18286.80885332967,17657.06158467814,0.0
1,1,3399.659620422579,5305.701781721048,1906.0421612984692,0.0
2,1,5064.257226652388,18079.061303797786,13014.804077145396,0.0
3,2,1627.610836255815,6413.2550947286445,4785.644258472829,0.0
1,2,6584.441158384356,11046.760269110056,4462.319110725701,0.0
2,2,9977.516396211904,1010.1494166456426,-8967.36697956626,1.0
3,2,4522.877365054624,877.6217673748721,-3645.2555976797516,0.0
3,2,3553.7382817348243,14407.464254644057,10853.725972909233,1.0
1,2,4013.0346266763217,8889.599559555822,4876.5649328795,0.0
1,2,1160.3103221680594,5125.847507384351,3965.5371852162916,0.0
1,1,8833.903278247975,3808.269920498204,-5025.633357749772,1.0
2,1,4154.108298658306,13399.069817184361,9244.961518526055,0.0
1,2,3878.871370134165,8.030880506797455,-3870.8404896273673,0.0
3,2,6600.305826575439,16117.823383937084,9517.517557361645,1.0
3,1,4425.913875101924,1584.9921225985763,-2840.9217525033473,0.0
1,1,6485.852353390382,3829.7922981623888,-2656.060055227993,0.0
1,1,623.8484384065672,7724.727905981792,7100.879467575225,1.0
3,1,8139.096203785052,9697.174794322073,1558.0785905370203,0.0
2,2,9405.634489265232,7099.902316278836,-2305.732172986396,0.0
1,1,6491.166207732265,6414.243299685878,-76.92290804638742,1.0
1,2,9546.11362929952,19278.320241463767,9732.206612164247,0.0
3,2,1522.8088205559334,12831.593624867885,11308.784804311952,0.0
1,2,4779.387732908734,468.6591073477642,-4310.72862556097,0.0
2,1,6022.0492721150185,8603.518168886263,2581.4688967712445,0.0
3,1,5821.5491077376555,17500.173994879406,11678.62488714175,0.0
1,2,4020.603173099542,6029.123728213359,2008.520555113817,0.0
3,2,3387.463249568951,1891.1268954877646,-1496.3363540811865,0.0
1,2,1276.9719852786839,15167.695431798356,13890.723446519673,0.0
1,1,3923.507081117159,12120.276638721625,8196.769557604466,0.0
1,2,1634.9815429037965,11406.250156530077,9771.26861362628,0.0
2,1,7346.313108157262,1071.5311921481584,-6274.781916009104,0.0
2,2,2096.221045590954,2809.9801959103465,713.7591503193926,1.0
3,2,595.0673997924932,12450.987924262276,11855.920524469782,1.0
1,2,5528.137716794171,4156.476829176716,-1371.660887617455,1.0
1,1,5956.345029866822,10081.401594968487,4125.056565101665,0.0
2,1,8720.41148219225,10897.63372058787,2177.2222383956196,0.0
1,2,5774.0463080526415,5670.143805418788,-103.90250263385315,0.0
2,1,3461.353728697223,18968.503110829857,15507.149382132635,0.0
1,2,8032.088696447942,16849.282136711503,8817.19344026356,0.0
3,1,5407.386142942337,14447.47015265597,9040.084009713632,0.0
1,1,802.0100434656056,1559.8773281881818,757.8672847225762,0.0
1,1,5662.847097529334,2122.600386180389,-3540.246711348945,0.0
2,2,9081.105268762407,9855.626917299114,774.5216485367073,0.0
1,1,3969.1631287272235,3214.2669838197135,-754.89614490751,1.0
1,1,2970.2947609790026,19565.30927058948,16595.01450961048,0.0
2,2,1443.2598756100203,3170.404680548189,1727.1448049381686,0.0
3,2,1522.9407641342195,9749.35670927948,8226.415945145262,0.0
3,2,4333.387128574771,7282.4211368301085,2949.0340082553375,0.0
2,2,5960.84144337368,12787.728429081959,6826.886985708279,0.0
2,1,815.3478976443215,2580.728177788498,1765.3802801441766,0.0
2,1,9396.290204361405,8606.328560847818,-789.9616435135868,1.0
2,1,7553.784838277507,5494.100656142873,-2059.6841821346343,0.0
2,1,5870.37294365379,17755.030493433762,11884.657549779971,0.0
3,1,8286.10232268052,811.7142426939017,-7474.388079986617,0.0
3,2,811.0657005530118,18274.549880129183,17463.48417957617,0.0
2,1,4773.620388553913,16659.88277106001,11886.262382506096,0.0
1,1,6304.630337348018,5951.414328816309,-353.2160085317091,0.0
2,1,8288.242532121709,15785.813093542094,7497.570561420385,0.0
1,2,7836.860904892184,624.2712067749512,-7212.589698117234,0.0
2,2,2777.9218046368624,19337.311005867872,16559.38920123101,0.0
2,1,9409.392893896451,10531.898851795786,1122.505957899335,1.0
3,2,1252.2149558943947,6065.620521308905,4813.40556541451,0.0
1,2,8752.58485002531,7251.664251893541,-1500.920598131769,0.0
1,2,9709.693093550139,1328.1070692099472,-8381.586024340191,1.0
3,2,1779.7636969940295,19786.990280840782,18007.226583846754,1.0
3,2,7223.439981395815,785.8389030138491,-6437.6010783819665,0.0
3,2,412.45233259220464,13098.142462957181,12685.690130364976,0.0
3,2,4060.174023140158,8854.718554129166,4794.544530989007,0.0
1,1,5167.6701589847635,18978.3243637743,13810.654204789536,1.0
1,1,5810.645806837244,4919.994806135904,-890.6510007013403,0.0
2,2,9360.01311000311,10641.736478760227,1281.723368757117,0.0
2,1,6725.784366069005,9647.12417165506,2921.3398055860544,0.0
3,1,4817.966732680177,14057.328881002028,9239.36214832185,0.0
3,2,8098.653612296234,1360.2046390484102,-6738.448973247824,0.0
3,1,9505.822881334545,3875.782600467097,-5630.040280867448,1.0
2,2,230.4408253360855,4291.296401856996,4060.8555765209107,0.0
2,2,9825.387509837827,14763.015096833793,4937.627586995966,1.0
2,2,870.4600692461665,3782.7739265348014,2912.3138572886346,0.0
2,1,8145.723924894926,11469.835277819533,3324.1113529246068,0.0
2,1,2810.544177988611,4304.876410019074,1494.3322320304628,0.0
2,1,1330.4747809611788,17232.499001679567,15902.02422071839,1.0
2,1,4404.157840741211,18843.70908979277,14439.55124905156,0.0
3,2,6443.126228681659,10369.85949884481,3926.7332701631503,0.0
3,2,3815.7089317845152,7046.177684183565,3230.46875239905,0.0
3,1,555.1084287441626,4681.1555003499825,4126.04707160582,0.0
3,2,5998.616785190579,995.6200304608753,-5002.996754729704,0.0
2,2,9025.00872834564,5370.001523949908,-3655.0072043957316,0.0
1,1,3838.3215058130445,13084.715598906358,9246.394093093313,0.0
2,2,2171.164448531962,10672.338626184217,8501.174177652254,1.0
1,1,4431.3476858688255,18880.82556561855,14449.477879749724,0.0
3,2,493.1434833773209,7925.545249834012,7432.401766456691,0.0
2,1,8206.670968957946,13877.26684656789,5670.595877609945,0.0
3,2,8265.144701392366,9786.454949502428,1521.3102481100614,0.0
2,2,5884.1246296619875,10251.524318484233,4367.3996888222455,0.0
3,1,3537.497860494511,5355.48629208235,1817.988431587839,0.0
1,1,7999.835810813375,9099.015536839994,1099.1797260266185,1.0
1,1,5551.323377635788,9415.699940254146,3864.3765626183576,0.0
1,1,8261.063762414662,14132.850434978678,5871.786672564016,0.0
2,2,6318.273337904376,18812.799983722278,12494.526645817903,0.0
1,2,7846.210677395845,6586.4255496500855,-1259.7851277457594,0.0
2,1,5989.644302245422,844.0093716259689,-5145.634930619453,0.0
1,2,4147.269271474505,9925.902510012795,5778.633238538289,1.0
1,1,9579.879140662115,10889.226642983373,1309.3475023212577,0.0
2,1,5415.727110539659,3368.811022638305,-2046.9160879013543,0.0
2,2,6054.844290219979,15209.292125521335,9154.447835301356,0.0
1,2,2212.671517753345,19698.58216882983,17485.910651076487,1.0
2,1,6260.251386378492,18915.494340169218,12655.242953790726,0.0
1,1,5720.360418334609,3942.120776473044,-1778.239641861565,0.0
2,1,1856.5355954907793,17507.264798015214,15650.729202524435,1.0
3,2,605.2751025579057,14089.872728233695,13484.59762567579,1.0
3,2,6047.549603950563,9076.931276138232,3029.3816721876683,1.0
3,2,7639.285770809702,10812.21988649458,3172.9341156848786,0.0
3,2,5238.779695510862,16992.003499649163,11753.2238041383,0.0
3,1,2275.4585269432605,9602.698792767464,7327.240265824203,1.0
1,1,6668.554547163419,7464.147382102537,795.5928349391188,0.0
3,1,810.2562088299264,9864.949860519717,9054.693651689791,1.0
3,1,4423.918710971527,11582.596080700981,7158.677369729455,0.0
3,1,1642.0339164002178,3781.553075566977,2139.519159166759,0.0
3,1,1852.7459200882347,18018.154605339812,16165.408685251577,0.0
2,2,2030.9165520904544,13483.738976592276,11452.822424501821,0.0
1,2,3873.2034998693393,12665.378346749778,8792.174846880438,0.0
3,1,520.9905541477723,1989.9245236127626,1468.9339694649902,1.0
3,1,3983.956474881691,12083.478763451836,8099.522288570145,0.0
3,2,5121.957396675862,2419.213244769847,-2702.744151906015,0.0
1,2,4838.109906813589,1573.953503907981,-3264.156402905608,1.0
2,2,3834.0131630263754,10546.217912847866,6712.204749821491,0.0
1,2,8393.074614626817,8055.710680929899,-337.36393369691814,1.0
2,1,1461.813657280836,11776.205403124464,10314.391745843628,0.0
3,1,5061.910470375926,1784.4433611447719,-3277.4671092311537,1.0
3,1,629.7937553959774,8619.661256945168,7989.867501549191,1.0
1,1,720.8452319903183,3495.7343009031592,2774.889068912841,1.0
1,1,5742.919838274192,19742.00171848233,13999.081880208138,0.0
2,2,5664.524064629331,11223.004248703488,5558.480184074157,1.0
2,1,8781.554793316125,13748.737218817347,4967.182425501222,0.0
1,2,5583.158019844131,6508.365613652156,925.2075938080252,0.0
2,1,9598.312293844454,1894.7782955868831,-7703.533998257571,1.0
1,1,496.4615355152984,19517.41725567073,19020.95572015543,0.0
2,1,989.0967709596033,5725.180707663664,4736.083936704061,0.0
1,1,450.2179570881101,8476.163703471484,8025.945746383374,0.0
1,1,1860.9157348320648,12997.2784340515,11136.362699219437,0.0
1,2,5417.288408307364,493.94595372222574,-4923.3424545851385,1.0
2,2,6459.266092460006,16205.182610345739,9745.916517885733,1.0
2,2,465.39572790720126,10731.563800572405,10266.168072665203,0.0
2,1,9460.249189557537,5564.343741376443,-3895.9054481810936,0.0
1,1,8423.232112737307,1232.1597058493849,-7191.072406887923,0.0
2,2,2973.1586967493604,3249.9683094888287,276.8096127394683,0.0
2,1,781.1034269624149,17900.677177068737,17119.573750106323,0.0
1,1,1707.1718614583822,13720.48447871782,12013.312617259438,0.0
3,2,1278.174693412177,4998.034432737797,3719.85973932562,1.0
1,1,1241.604955196479,1312.0152989005906,70.41034370411148,0.0
2,2,5190.431269770682,13812.306247732726,8621.874977962045,1.0
1,1,2466.0159505090687,11448.154519355303,8982.138568846234,0.0
3,2,3587.815768126153,8090.390489164701,4502.574721038547,0.0
1,1,9895.158280509382,7272.228983801277,-2622.9292967081055,0.0
2,1,6846.2993467641945,4336.285518582165,-2510.013828182029,1.0
3,2,9490.316863799544,13392.225130750352,3901.908266950808,1.0
2,1,1434.1399847808248,19413.36055587741,17979.220571096586,0.0
3,1,3827.573353577367,3514.304916736517,-313.26843684085,0.0
3,2,5551.7707147907195,11942.332400310068,6390.561685519348,0.0
1,1,776.8130382684927,8483.701114919524,7706.888076651031,0.0
1,2,51.832561843299075,8933.774434893297,8881.941873049998,0.0
2,1,6707.6389946312065,5082.945602556288,-1624.6933920749188,0.0
1,1,6421.776972846339,16502.69751322838,10080.920540382042,0.0
1,1,4113.780211896122,9705.112082944823,5591.331871048701,0.0
3,1,4901.544319560006,10868.117043965281,5966.572724405275,0.0
1,2,4160.275575914975,6095.2182559465155,1934.9426800315405,0.0
3,1,249.81039800043968,3636.169313338995,3386.358915338555,0.0
3,2,3360.36234611245,1718.2077640564098,-1642.15458205604,0.0
3,1,1779.0517314189253,14282.382818498318,12503.331087079392,1.0
2,1,993.2576491226737,3924.685633757112,2931.4279846344384,0.0
2,1,9567.637134554605,13801.507083775954,4233.869949221349,0.0
2,1,5997.603653171234,7807.528920939078,1809.9252677678433,0.0
3,2,7289.27627952366,8315.496019793029,1026.2197402693682,0.0
2,2,3160.483795228514,9383.549921855434,6223.06612662692,0.0
2,2,3937.539823645212,7354.170162550864,3416.630338905652,1.0
1,2,2376.8706990282676,2012.3995444518016,-364.471154576466,1.0
2,1,978.6870529445932,6192.636200056916,5213.949147112323,1.0
2,2,1798.5260580414222,13274.68721387877,11476.161155837348,0.0
3,2,7977.165312511894,13315.68802937742,5338.522716865526,0.0
3,1,6778.68259378592,5724.486144799887,-1054.196448986033,0.0
3,1,5473.819471094915,9202.052531153759,3728.233060058844,0.0
3,1,4756.147829939013,3868.9445602387495,-887.2032697002633,0.0
3,1,9225.118493724684,4207.441630596715,-5017.676863127968,0.0
3,2,736.6221283088973,460.9417681321481,-275.6803601767492,0.0
2,2,2813.2021242467804,17934.93099815489,15121.72887390811,0.0
3,1,3505.8791571714332,4214.133301498124,708.2541443266905,0.0
3,1,7826.43386400575,4550.677538729266,-3275.756325276484,0.0
1,1,9925.221055418093,5592.028652902636,-4333.192402515457,1.0
2,2,2414.298442423959,2548.16143390858,133.86299148462103,0.0
2,2,8744.330268029435,12785.257663627257,4040.9273955978224,0.0
2,1,8307.921376713595,1502.8590635517314,-6805.062313161864,0.0
3,1,2254.3274024412485,2684.0485265270054,429.72112408575686,0.0
3,2,3999.3324761902336,12895.134531801858,8895.802055611624,0.0
3,1,4102.631964232266,6793.212409628855,2690.5804453965893,0.0
1,1,9782.424478580317,14158.95653402378,4376.532055443464,1.0
3,2,1817.1100947751943,11148.49489340284,9331.384798627645,0.0
1,1,7993.588131336773,5120.423461230262,-2873.164670106511,0.0
2,2,3348.585214589368,13016.55900978656,9667.973795197193,1.0
3,1,7311.394754303842,2325.473605857613,-4985.9211484462285,1.0
1,1,4205.909932913672,10728.207661600609,6522.297728686937,1.0
1,2,5787.814033534235,8742.962100900693,2955.1480673664582,1.0
3,2,8327.791615528049,5357.4716563488155,-2970.3199591792336,0.0
2,1,8043.613994189002,12080.099954790003,4036.4859606010004,0.0
2,2,8665.567603561605,17426.67184680565,8761.104243244044,0.0
2,1,605.5770801931436,19978.093995261534,19372.51691506839,0.0
1,1,6923.585024867051,12155.25537486849,5231.670350001438,0.0
1,2,1408.473893450411,8094.117486583403,6685.643593132992,0.0
1,1,4164.0274945039255,4504.142004324032,340.11450982010683,1.0
1,1,5490.398266396338,5141.921787902235,-348.4764784941026,1.0
2,2,4033.3674526208392,9589.099562995314,5555.732110374474,0.0
3,2,5200.920641272045,7345.554025614185,2144.63338434214,0.0
1,1,9965.297824898205,18276.290452498884,8310.992627600679,1.0
1,2,1360.8209639914187,7365.909353114191,6005.088389122772,1.0
2,2,6757.805892910891,7468.891822908709,711.0859299978183,0.0
3,2,3966.049654192296,7670.690248679539,3704.6405944872427,0.0
3,2,1338.7678910842146,16732.404207353164,15393.636316268949,0.0
2,1,1595.7802661093522,13015.766416938037,11419.986150828685,1.0
2,1,9493.238331393713,12283.377006377854,2790.1386749841404,0.0
3,1,8797.218952150502,6682.860447677243,-2114.358504473259,1.0
1,2,9071.349184546068,16358.083536648788,7286.73435210272,1.0
3,2,9915.412430515591,767.2772271140227,-9148.135203401569,1.0
2,2,2091.0707461850943,17415.943446762263,15324.872700577169,0.0
1,2,3560.8389802669767,10254.997995878592,6694.159015611614,0.0
1,2,6695.498108949419,7965.004697268257,1269.506588318838,0.0
2,2,4843.187373207866,9943.345614353713,5100.158241145848,0.0
2,2,4189.711438449552,13348.31061067662,9158.59917222707,1.0
2,1,3584.5343808625744,255.3085303579472,-3329.225850504627,1.0
3,1,5941.868513115088,17431.037129164954,11489.168616049865,0.0
3,2,5760.178352114419,8934.790506227857,3174.612154113438,1.0
1,2,1622.9637623017584,6859.330394001564,5236.366631699806,0.0
2,2,4722.680976809206,2764.911312681142,-1957.769664128064,0.0
1,1,5539.183044336401,8789.307487168842,3250.1244428324417,0.0
1,1,5707.166517926591,9926.455425687576,4219.288907760985,0.0
1,2,2108.9708571943947,8072.933889869556,5963.963032675161,0.0
1,2,7425.291208600345,13573.201876537942,6147.910667937596,0.0
2,1,261.73895726248566,8417.93057518452,8156.191617922035,1.0
1,1,3554.7702368761948,19228.351556931466,15673.581320055271,1.0
2,1,7804.324358870979,11985.550356471836,4181.225997600857,0.0
2,1,5643.290281343469,16149.55871303818,10506.268431694709,0.0
3,2,2619.012700783494,2187.118062189577,-431.8946385939171,1.0
2,1,6952.581662237047,7945.825858918114,993.2441966810675,0.0
3,1,5678.2355321191735,6736.954028943054,1058.7184968238807,0.0
2,2,7964.473658469308,11389.647762731836,3425.174104262528,1.0
2,1,7352.901610036335,17222.270401228514,9869.368791192179,1.0
2,1,6104.978141141984,1566.7643552401335,-4538.213785901851,1.0
3,1,4886.894976355032,1451.4959608942158,-3435.399015460816,0.0
3,2,1340.489435418559,17006.354163151977,15665.864727733417,0.0
1,1,2620.716848674984,4257.001720767148,1636.2848720921643,0.0
3,2,4196.803734441682,13375.065088996274,9178.261354554594,0.0
3,2,5996.999877193823,10857.562647216104,4860.562770022281,1.0
3,1,5141.941473600895,16657.87189774459,11515.930424143695,1.0
3,1,2888.9634143356993,2501.7781967280707,-387.1852176076286,0.0
1,1,74.5789343192084,2595.6593144522253,2521.080380133017,0.0
3,1,4967.429826789131,11136.367205566152,6168.937378777021,0.0
2,2,2863.4036257368084,18927.573067167417,16064.16944143061,0.0
2,1,7348.736924098245,8299.955167415084,951.2182433168391,0.0
3,1,249.22319005213006,6538.8420050938985,6289.618815041768,1.0
3,1,5852.429834944851,12133.786463957716,6281.356629012866,1.0
2,2,9415.327632685594,18608.972010900623,9193.644378215029,1.0
2,1,1752.3485784438801,16738.556656892473,14986.208078448593,0.0
1,1,4721.778412598448,19909.6722146644,15187.893802065952,0.0
2,2,923.3056982532104,451.3716640475418,-471.9340342056686,0.0
2,2,6260.562303490912,2257.1628942552447,-4003.3994092356675,0.0
3,1,5509.811489156294,12189.35526733244,6679.543778176146,0.0
2,1,4079.581586886195,16411.528786676994,12331.947199790799,0.0
1,1,5218.556444522675,5704.88684613533,486.3304016126558,0.0
2,1,8966.780838105411,4784.221760684375,-4182.559077421036,0.0
3,1,1970.9800800875596,15739.515987624018,13768.535907536458,0.0
3,2,235.41947193641886,1127.6370770646315,892.2176051282127,0.0
2,2,8618.03219814402,7387.652951651702,-1230.3792464923172,0.0
3,1,5775.399653055186,10116.184451846595,4340.784798791409,0.0
1,1,8907.677970063805,11206.97348700647,2299.295516942664,0.0
1,2,5973.482781897594,14572.303135855538,8598.820353957944,0.0
2,1,8103.509288697428,7096.914468613165,-1006.5948200842631,1.0
2,1,4302.436899917928,12253.686893492144,7951.249993574216,0.0
2,1,7501.1007135698055,11707.508455819127,4206.407742249321,0.0
3,1,9131.284254229662,10952.322013074941,1821.0377588452793,0.0
1,1,5725.508407584841,12809.665862844244,7084.157455259403,0.0
1,2,1816.0436541181716,5188.983421361526,3372.9397672433543,1.0
3,1,2695.28817415168,1692.9750716925796,-1002.3131024591003,0.0
1,1,1994.4593232050838,2385.4334407948686,390.9741175897848,0.0
2,1,2476.1017056813716,4491.647653078021,2015.5459473966494,0.0
2,2,3071.0903390168532,10003.958710455705,6932.868371438852,1.0
2,2,5555.786529664353,16808.855010920404,11253.06848125605,1.0
1,2,5884.03637834369,14025.866841767682,8141.830463423992,0.0
2,2,4270.732474946192,15780.812084040943,11510.079609094752,0.0
3,1,6158.053590410146,7019.512478521828,861.4588881116815,0.0
3,2,824.9335068575456,8093.074832971003,7268.141326113458,0.0
1,1,887.004488211018,7873.637719812256,6986.633231601239,0.0
3,1,1726.5763089730078,3837.4636880900302,2110.8873791170226,0.0
3,2,5185.5942054230445,1224.3331628714404,-3961.261042551604,0.0
1,2,2147.8068401961527,11818.321856544535,9670.515016348381,0.0
2,2,2840.0111908908475,19784.333668411724,16944.322477520876,0.0
2,2,4009.125233368211,3336.594099005257,-672.5311343629542,1.0
2,2,8120.542578863695,933.6963979854751,-7186.8461808782195,0.0
1,1,148.48273776947258,15590.633636478658,15442.150898709186,0.0
3,2,6497.294414163858,5051.720133694484,-1445.5742804693746,1.0
2,2,6692.076545096446,16592.876107058568,9900.799561962122,0.0
2,2,7988.571245762799,14078.733340690309,6090.16209492751,0.0
1,1,9328.201861212528,18913.47074101609,9585.268879803563,0.0
2,2,211.17711100340537,8178.54471513344,7967.367604130035,1.0
1,1,1546.2992180770298,13239.396789012682,11693.097570935653,0.0
3,2,8862.85122761937,9297.095616265415,434.2443886460442,0.0
1,2,4590.600436248284,12611.77394617087,8021.173509922586,0.0
1,1,5650.2604829453,8991.978120154747,3341.7176372094464,0.0
1,2,6633.641765194242,3772.6449284814967,-2860.9968367127453,1.0
1,1,6793.875378911417,10157.948320067619,3364.0729411562015,1.0
3,1,9318.086629131916,10571.684028748847,1253.5973996169305,0.0
3,1,9969.52467994258,16212.076965203221,6242.552285260641,0.0
2,2,7204.373034700093,14710.414115871625,7506.041081171532,0.0
3,2,2879.3398799594565,13275.832478828881,10396.492598869425,0.0
3,2,8798.726498920492,2267.7419110514506,-6530.984587869041,1.0
2,1,501.71693626220843,14412.325813274301,13910.608877012093,1.0
3,2,2318.497720216217,10006.103127090295,7687.605406874078,1.0
1,1,8974.883317462512,17881.990722123184,8907.107404660672,0.0
1,2,2569.353229249156,18397.418682610856,15828.0654533617,0.0
2,1,2214.3040856212674,1103.1318120357091,-1111.1722735855583,0.0
2,1,1389.87167847107,16412.831207089577,15022.959528618507,1.0
2,1,8592.526458892697,753.9478084534123,-7838.5786504392845,0.0
1,2,5005.582009318956,7343.392513900453,2337.8105045814973,0.0
3,1,6752.183098511006,10845.999512421582,4093.8164139105756,1.0
1,1,2398.2731769095462,2962.0159725425488,563.7427956330025,0.0
2,1,7582.823805902053,14926.276251381536,7343.452445479483,0.0
3,1,7602.455394171364,167.09408344277142,-7435.361310728593,0.0
3,1,3132.8542688339185,3371.9809686807366,239.12669984681816,0.0
1,1,4112.719503772726,11615.936597069514,7503.217093296788,1.0
2,2,2104.8058715277066,14287.751240745847,12182.945369218141,0.0
1,2,9765.844622995814,18332.86205387832,8567.017430882508,0.0
3,1,6459.569744813532,14109.933038692478,7650.363293878945,0.0
1,2,9346.093368348,13435.58540509732,4089.4920367493196,0.0
1,2,3040.8215808550403,7886.822927013286,4846.001346158246,0.0
2,1,7821.090220838928,25.688510536028275,-7795.4017103029,0.0
2,1,7660.927852408573,2403.1851747124388,-5257.742677696135,0.0
3,1,6919.63996214675,10691.090895120782,3771.450932974032,0.0
1,2,9656.733362915336,13502.597716888393,3845.8643539730565,0.0
1,1,3941.6178077020923,8348.965677929249,4407.347870227157,0.0
1,2,1315.8660626616754,14613.580230567804,13297.71416790613,1.0
3,1,6720.371503848167,10437.245906643575,3716.874402795408,1.0
3,2,7295.80490676729,1483.5239118862442,-5812.280994881046,1.0
2,1,5754.855128853558,3840.3250193589765,-1914.5301094945817,0.0
2,1,2076.110752402629,16799.96446487886,14723.853712476232,0.0
2,2,5049.51485727686,14498.25493248879,9448.740075211928,0.0
1,2,3128.7754683256026,17895.2397402499,14766.464271924298,0.0
1,2,4280.390616385223,2351.144982418731,-1929.2456339664923,1.0
2,2,6455.733572688193,19804.450692301478,13348.717119613284,0.0
1,2,7454.695279481437,4188.134278998672,-3266.561000482765,0.0
2,2,2329.9246621044176,235.5975257328402,-2094.3271363715776,0.0
3,1,4059.200352863064,19948.458781071084,15889.25842820802,1.0
2,2,2698.9240942063757,5621.477708902263,2922.553614695887,0.0
3,1,1994.3298224800724,13360.389050251199,11366.059227771126,0.0
1,1,7836.038327758425,3533.646283526104,-4302.3920442323215,0.0
2,2,9093.434417425555,11604.570643982834,2511.136226557279,0.0
1,1,3708.6195349889213,18080.699729091186,14372.080194102266,0.0
3,2,7515.276454493931,6403.623348568772,-1111.6531059251593,0.0
3,2,8970.982940750468,13405.079520887184,4434.0965801367165,0.0
3,1,8462.780863197013,3758.0717759683303,-4704.709087228683,0.0
1,1,1836.3057515068667,12495.907974374504,10659.602222867637,1.0
1,2,9563.355896318479,6729.007036350203,-2834.348859968276,0.0
1,2,3772.99763989033,4224.165171759033,451.167531868703,0.0
1,1,3399.014205126625,6263.641014072703,2864.626808946078,1.0
3,1,633.6889595050255,3576.821370155987,2943.1324106509614,1.0
3,1,4866.874804507781,18038.322156757655,13171.447352249874,0.0
2,1,1099.0460202528777,7943.737726342577,6844.691706089699,1.0
2,2,2492.912811064986,4905.5860994873465,2412.6732884223607,0.0
1,2,3176.256791455141,8968.156820318658,5791.900028863517,1.0
3,2,8090.174971681923,6410.723336129911,-1679.4516355520118,0.0
3,2,8756.131617455007,14888.385076266519,6132.253458811512,0.0
3,1,3031.6385114400823,19424.398237709887,16392.759726269804,1.0
2,1,8588.394231233293,8760.673133952936,172.27890271964316,0.0
2,2,8573.737064324212,17220.667999444806,8646.930935120594,1.0
3,2,7648.862994344887,11317.26147119239,3668.398476847504,0.0
3,2,1475.4841890116636,3144.7133018846694,1669.2291128730058,1.0
3,2,6906.325240538283,13812.454841626832,6906.129601088549,1.0
2,2,9450.790405159882,10268.689942516403,817.8995373565213,0.0
3,2,6828.579382883899,13012.130465042068,6183.551082158169,0.0
3,2,3322.8523225872614,17793.7482514333,14470.895928846037,0.0
1,2,5010.787381134004,8808.691413120921,3797.9040319869173,0.0
1,2,6460.793183077026,18023.55246434711,11562.759281270086,0.0
2,1,5110.598383197751,15013.380285633099,9902.781902435348,1.0
3,2,1208.3298878923886,9772.098517559696,8563.768629667307,0.0
3,1,3127.519806073686,12064.442713159273,8936.922907085587,0.0
1,1,8025.936345230789,6511.622650380229,-1514.3136948505598,0.0
2,2,8615.566280494219,19671.945994775484,11056.379714281265,0.0
1,2,1381.6273268285465,13347.02326100792,11965.395934179374,0.0
1,1,9524.34365646326,876.9370499325979,-8647.406606530662,0.0
1,1,3294.9379523076072,6532.438114960175,3237.5001626525677,1.0
1,2,6626.514249919893,12466.28867518115,5839.7744252612565,0.0
3,1,7520.7332081072445,1126.665555984796,-6394.067652122449,0.0
3,2,8121.342884032455,477.68382638285533,-7643.6590576496,0.0
1,2,9458.039525237042,9000.484790556051,-457.5547346809908,0.0
2,2,3136.066284807938,6653.8035938534,3517.7373090454626,0.0
2,1,8586.479480970029,8765.972160663317,179.49267969328866,0.0
2,1,1325.5521653277083,5253.866197600103,3928.314032272395,0.0
2,2,7053.358654472391,3294.3549388596184,-3759.003715612773,0.0
1,1,7422.357517844719,13782.867139606753,6360.509621762034,1.0
3,1,6780.455179601191,10291.42232535601,3510.9671457548193,1.0
2,1,2530.6242139901783,4003.0842249873367,1472.4600109971584,0.0
1,1,8731.701038681882,6391.788525199966,-2339.912513481916,1.0
2,1,1696.8960490702461,11836.158153266519,10139.262104196272,0.0
2,1,545.8115672931001,1444.5869654495568,898.7753981564567,1.0
1,1,7177.4752562130025,2949.0601853235908,-4228.415070889412,0.0
3,2,4760.00239517501,1464.9120821478023,-3295.0903130272077,1.0
3,1,8492.489219387175,16246.346654282377,7753.8574348952025,0.0
1,1,3840.137439172007,15048.184664240185,11208.047225068178,0.0
3,1,1691.103099192051,15066.25863758514,13375.15553839309,0.0
1,1,8366.057502773998,14326.506869520561,5960.449366746563,0.0
1,1,5493.607220084316,13387.708473397384,7894.101253313068,0.0
